"DR_NO","DATETIME","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Mocodes","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Weapon.Used.Cd","Weapon.Desc","LAT","LON","Location","CALOSA7URN","Gas.Price","temp","visibility","precip","sunrise","sunset","conditions","description","distance_to_center"
220125884,"2022-12-06 12:45",1,"Central",127,2,624,"BATTERY - SIMPLE ASSAULT","0913 0400 0444",48,"F","B",727,"SHOPPING MALL (COMMON AREA)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0534,-118.2409,"300 N LOS ANGELES ST ",4.4,4.682,13.5,15.7,0,"06:44","16:43","Partially cloudy","Partly cloudy throughout the day.",287.580022062342
220125873,"2022-12-06 16:15",1,"Central",155,2,624,"BATTERY - SIMPLE ASSAULT","0416 2004",24,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0448,-118.2474,"7TH ST MAPLE",4.4,4.682,13.5,15.7,0,"06:44","16:43","Partially cloudy","Partly cloudy throughout the day.",895.857165818584
220125888,"2022-12-06 18:15",1,"Central",138,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 0400 0416 1822",54,"M","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0468,-118.2415,"5TH CROCKER ST",4.4,4.682,13.5,15.7,0,"06:44","16:43","Partially cloudy","Partly cloudy throughout the day.",637.64540216912
220125885,"2022-12-06 19:20",1,"Central",119,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1814 0421 0910",35,"F","B",834,"LA UNION STATION (NOT LINE SPECIFIC)",511,"VERBAL THREAT",34.0561,-118.2375,"800 N ALAMEDA ST ",4.4,4.682,13.5,15.7,0,"06:44","16:43","Partially cloudy","Partly cloudy throughout the day.",714.355096941368
220125887,"2022-12-06 20:45",1,"Central",119,2,626,"INTIMATE PARTNER - SIMPLE ASSAULT","1814 0416 2000 0447 0910",24,"F","B",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",4.4,4.682,13.5,15.7,0,"06:44","16:43","Partially cloudy","Partly cloudy throughout the day.",714.355096941368
220125881,"2022-12-06 23:44",1,"Central",147,1,761,"BRANDISH WEAPON","1402 2004 1218 2003 2033 1822",43,"M","H",101,"STREET",200,"KNIFE WITH BLADE 6INCHES OR LESS",34.0442,-118.2439,"5TH ST SAN PEDRO",4.4,4.682,13.5,15.7,0,"06:44","16:43","Partially cloudy","Partly cloudy throughout the day.",894.676019499809
220125890,"2022-12-07 04:00",1,"Central",111,1,821,"SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH","1822 0400 0519 0516 0528",17,"X","B",116,"OTHER/OUTSIDE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0558,-118.24,"400 N MAIN ST ",4.4,4.682,12.1,15.9,0,"06:45","16:43","Clear","Clear conditions throughout the day.",522.375310812022
220125911,"2022-12-07 08:50",1,"Central",119,2,625,"OTHER ASSAULT","0910 0416 0917 1266 0356 1822",30,"M","H",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",4.4,4.682,12.1,15.9,0,"06:45","16:43","Clear","Clear conditions throughout the day.",714.355096941368
220125913,"2022-12-07 12:25",1,"Central",147,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","2000 0913 1814 0448 0408 0416 0319 1218 2004",20,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0442,-118.2439,"5TH SAN PEDRO",4.4,4.682,12.1,15.9,0,"06:45","16:43","Clear","Clear conditions throughout the day.",894.676019499809
220101059,"2022-12-07 13:30",1,"Central",154,1,210,"ROBBERY","1822 0344 0400 0321 1402 0382",29,"M","A",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,"HAND GUN",34.0474,-118.2496,"500 S SPRING ST ",4.4,4.682,12.1,15.9,0,"06:45","16:43","Clear","Clear conditions throughout the day.",766.50635606971
220125921,"2022-12-07 16:59",1,"Central",154,2,624,"BATTERY - SIMPLE ASSAULT","1822 0416",20,"F","O",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0467,-118.2485,"500 S MAIN ST ",4.4,4.682,12.1,15.9,0,"06:45","16:43","Clear","Clear conditions throughout the day.",759.631990846876
220125929,"2022-12-07 17:45",1,"Central",128,1,330,"BURGLARY FROM VEHICLE","1822 0344 1307 1609 0329",22,"F","B",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0504,-118.2409,"100 S SAN PEDRO ST ",4.4,4.682,12.1,15.9,0,"06:45","16:43","Clear","Clear conditions throughout the day.",328.043562438356
220125930,"2022-12-07 17:45",1,"Central",128,1,330,"BURGLARY FROM VEHICLE","1822 0344 1307 1609 0329",37,"F","B",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0504,-118.2409,"100 S SAN PEDRO ST ",4.4,4.682,12.1,15.9,0,"06:45","16:43","Clear","Clear conditions throughout the day.",328.043562438356
220125989,"2022-12-08 01:30",1,"Central",127,2,623,"BATTERY POLICE (SIMPLE)","2004 0356",0,"M","W",726,"POLICE FACILITY",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0515,-118.2424,"100 N LOS ANGELES ST ",4.4,4.682,11.7,15.9,0,"06:46","16:43","Clear","Clear conditions throughout the day.",143.865326214296
220125933,"2022-12-08 03:15",1,"Central",156,1,761,"BRANDISH WEAPON","2004 0443 1402 1218 2000 0913",44,"F","B",102,"SIDEWALK",311,"HAMMER",34.0437,-118.2455,"500 S SAN PEDRO ST ",4.4,4.682,11.7,15.9,0,"06:46","16:43","Clear","Clear conditions throughout the day.",964.779674721722
220126149,"2022-12-08 07:00",1,"Central",111,2,624,"BATTERY - SIMPLE ASSAULT","1822 0416 0446",19,"F","H",124,"BUS STOP",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0583,-118.2396,"SPRING ST CESAR E CHAVEZ BL",4.4,4.682,11.7,15.9,0,"06:46","16:43","Clear","Clear conditions throughout the day.",773.067710201614
220127350,"2022-12-08 10:15",1,"Central",145,1,330,"BURGLARY FROM VEHICLE","1300 0329 0344 0346 1822",21,"F","A",122,"VEHICLE, PASSENGER/TRUCK",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0471,-118.2474,"400 S LOS ANGELES ST ",4.4,4.682,11.7,15.9,0,"06:46","16:43","Clear","Clear conditions throughout the day.",666.551514951763
220125997,"2022-12-08 11:10",1,"Central",147,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1309 1822",39,"M","H",108,"PARKING LOT",307,"VEHICLE",34.0464,-118.2447,"400 WALL ST ",4.4,4.682,11.7,15.9,0,"06:46","16:43","Clear","Clear conditions throughout the day.",656.287355347128
220125976,"2022-12-08 13:30",1,"Central",157,2,624,"BATTERY - SIMPLE ASSAULT","1822 0417 1218",24,"F","B",517,"MISSIONS/SHELTERS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0442,-118.2439,"500 S SAN PEDRO ST ",4.4,4.682,11.7,15.9,0,"06:46","16:43","Clear","Clear conditions throughout the day.",894.676019499809
220126007,"2022-12-08 18:00",1,"Central",132,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1266 1822 2004 0416",36,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0564,-118.2499,"100 S HOPE ST ",4.4,4.682,11.7,15.9,0,"06:46","16:43","Clear","Clear conditions throughout the day.",737.387726722031
220126016,"2022-12-08 18:00",1,"Central",132,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","2004 0329",54,"X","X",122,"VEHICLE, PASSENGER/TRUCK",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0564,-118.2499,"100 S HOPE ST ",4.4,4.682,11.7,15.9,0,"06:46","16:43","Clear","Clear conditions throughout the day.",737.387726722031
220126017,"2022-12-08 18:00",1,"Central",132,2,624,"BATTERY - SIMPLE ASSAULT","2004 0444 0429",78,"X","X",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0564,-118.2499,"100 S HOPE ST ",4.4,4.682,11.7,15.9,0,"06:46","16:43","Clear","Clear conditions throughout the day.",737.387726722031
220125994,"2022-12-08 21:12",1,"Central",153,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0447 0329 1822 0601",0,"X","X",201,"JEWELRY STORE",306,"ROCK/THROWN OBJECT",34.0488,-118.2518,"500 S HILL ST ",4.4,4.682,11.7,15.9,0,"06:46","16:43","Clear","Clear conditions throughout the day.",840.655989932911
220125995,"2022-12-09 01:05",1,"Central",132,1,310,"BURGLARY","2004 0344 1609 0382 1822 0601 0329",0,"X","X",210,"RESTAURANT/FAST FOOD",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0545,-118.2499,"200 S GRAND AV ",4.4,4.682,11.6,15.9,0,"06:47","16:43","Clear","Clear conditions throughout the day.",626.38215966755
220126047,"2022-12-09 07:25",1,"Central",164,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 2004 0603 0334 0421 1402 0361 0913",52,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,"KITCHEN KNIFE",34.0453,-118.2499,"600 S MAIN ST ",4.4,4.682,11.6,15.9,0,"06:47","16:43","Clear","Clear conditions throughout the day.",961.665962659669
220126409,"2022-12-09 11:30",1,"Central",124,2,946,"OTHER MISCELLANEOUS CRIME","1501",30,"M","H",725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",511,"VERBAL THREAT",34.0539,-118.2436,"200 N SPRING ST ",4.4,4.682,11.6,15.9,0,"06:47","16:43","Clear","Clear conditions throughout the day.",185.504968992895
220126073,"2022-12-09 15:30",1,"Central",153,2,624,"BATTERY - SIMPLE ASSAULT","0913 0416 0429 0417 1913",29,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.046,-118.251,"200 W 6TH ST ",4.4,4.682,11.6,15.9,0,"06:47","16:43","Clear","Clear conditions throughout the day.",968.094581681137
220126146,"2022-12-10 00:30",1,"Central",165,2,625,"OTHER ASSAULT","0416 0913 0356",64,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0446,-118.249,"200 E 6TH ST ",4.4,4.682,13.2,15.9,0.018,"06:47","16:43","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",981.263899130815
220126179,"2022-12-10 10:00",1,"Central",111,2,624,"BATTERY - SIMPLE ASSAULT","0400 0416 0913",64,"F","H",210,"RESTAURANT/FAST FOOD",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0606,-118.2439,"700 W CESAR E CHAVEZ AV ",4.4,4.682,13.2,15.9,0.018,"06:47","16:43","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",931.402578636623
220126122,"2022-12-10 10:48",1,"Central",153,1,110,"CRIMINAL HOMICIDE","1822 0400 0411 1402",33,"M","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0467,-118.252,"200 W 7TH ST ",4.4,4.682,13.2,15.9,0.018,"06:47","16:43","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",983.923958774311
220101067,"2022-12-10 12:30",1,"Central",147,1,121,"RAPE, FORCIBLE","1402 1415 1409 1822 0400 0507 0527 2060",41,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0459,-118.243,"4TH ST SAN PEDRO ST",4.4,4.682,13.2,15.9,0.018,"06:47","16:43","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",708.017111960087
220126119,"2022-12-10 15:15",1,"Central",119,1,350,"THEFT, PERSON","0910 1822 0344 0400",55,"M","W",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",4.4,4.682,13.2,15.9,0.018,"06:47","16:43","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",714.355096941368
220126115,"2022-12-10 16:40",1,"Central",143,1,210,"ROBBERY","0910 1822 0344 0400 0416",44,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0488,-118.2518,"5TH HILL",4.4,4.682,13.2,15.9,0.018,"06:47","16:43","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",840.655989932911
220126112,"2022-12-10 17:30",1,"Central",119,1,210,"ROBBERY","1822 0302 0352 0344 0312",24,"M","H",102,"SIDEWALK",109,"SEMI-AUTOMATIC PISTOL",34.0564,-118.2374,"ALAMEDA LOS ANGELES",4.4,4.682,13.2,15.9,0.018,"06:47","16:43","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",742.130893299278
220126176,"2022-12-10 19:30",1,"Central",139,1,330,"BURGLARY FROM VEHICLE","0344 1822 1609 1307 0329",28,"M","O",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0472,-118.2371,"2ND ST ROSE ST",4.4,4.682,13.2,15.9,0.018,"06:47","16:43","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",826.32695911096
220126184,"2022-12-10 21:55",1,"Central",135,2,437,"RESISTING ARREST","1501",0,"X","X",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0473,-118.2462,"4TH LOS ANGELES",4.4,4.682,13.2,15.9,0.018,"06:47","16:43","Rain, Partially cloudy","Partly cloudy throughout the day with late afternoon rain.",596.40019544974
220126172,"2022-12-11 00:01",1,"Central",152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 0416 0417",36,"M","H",101,"STREET",311,"HAMMER",34.0495,-118.2528,"500 S OLIVE ST ",4.4,4.682,13.2,12.9,16.08,"06:48","16:44","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",894.306563927795
220126141,"2022-12-11 01:00",1,"Central",154,2,624,"BATTERY - SIMPLE ASSAULT","1822 0416 0446 0417 0342",33,"M","H",210,"RESTAURANT/FAST FOOD",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.046,-118.2493,"100 E 6TH ST ",4.4,4.682,13.2,12.9,16.08,"06:48","16:44","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",866.113077327793
220126257,"2022-12-11 08:30",1,"Central",153,2,762,"LEWD CONDUCT","0910 0528 0531 1822",39,"M","H",902,"MTA - RED LINE - PERSHING SQUARE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0488,-118.2518,"500 S HILL ST ",4.4,4.682,13.2,12.9,16.08,"06:48","16:44","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",840.655989932911
220126127,"2022-12-11 11:05",1,"Central",154,2,930,"CRIMINAL THREATS - NO WEAPON DISPLAYED","1822 0917 1266 0421 0443 1402",29,"F","W",101,"STREET",511,"VERBAL THREAT",34.0474,-118.2496,"500 S SPRING ST ",4.4,4.682,13.2,12.9,16.08,"06:48","16:44","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",766.50635606971
220126205,"2022-12-11 18:00",1,"Central",144,1,821,"SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH","1218 1402 1415 1409 0400 0519 1206 1813 0913 2034",30,"F","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0478,-118.2484,"400 S MAIN ST ",4.4,4.682,13.2,12.9,16.08,"06:48","16:44","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",658.045741615644
220126186,"2022-12-11 19:40",1,"Central",144,2,624,"BATTERY - SIMPLE ASSAULT","0913 0400 0416",56,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0478,-118.2484,"400 S MAIN ST ",4.4,4.682,13.2,12.9,16.08,"06:48","16:44","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",658.045741615644
220126185,"2022-12-11 19:40",1,"Central",144,2,624,"BATTERY - SIMPLE ASSAULT","0913 0400 0416",26,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0478,-118.2484,"400 S MAIN ST ",4.4,4.682,13.2,12.9,16.08,"06:48","16:44","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",658.045741615644
220126201,"2022-12-12 00:07",1,"Central",154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 1234 0334 1100 0430 1402 1419 1407",31,"M","H",102,"SIDEWALK",102,"HAND GUN",34.0446,-118.249,"6TH LOS ANGELES",4.4,4.682,9.9,15.2,6.803,"06:49","16:44","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",981.263899130815
220126207,"2022-12-12 07:00",1,"Central",119,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0910 0400 1822 2004",0,"X","X",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",4.4,4.682,9.9,15.2,6.803,"06:49","16:44","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",714.355096941368
220126221,"2022-12-12 16:30",1,"Central",138,2,624,"BATTERY - SIMPLE ASSAULT","0416 1309 1822",61,"M","B",516,"SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0479,-118.2454,"200 BOYD ST ",4.4,4.682,9.9,15.2,6.803,"06:49","16:44","Rain, Partially cloudy","Partly cloudy throughout the day with rain clearing later.",507.89103643115
220126311,"2022-12-13 04:55",1,"Central",111,1,220,"ATTEMPTED ROBBERY","0416 1822 0431 0408 0601",0,"X","X",401,"MINI-MART",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0606,-118.2439,"700 W CESAR E CHAVEZ AV ",4.4,4.682,10.8,15.7,0,"06:50","16:44","Partially cloudy","Partly cloudy throughout the day.",931.402578636623
220126256,"2022-12-13 05:56",1,"Central",124,2,860,"BATTERY WITH SEXUAL CONTACT","0448 0522 1822",48,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0532,-118.2425,"200 N MAIN ST ",4.4,4.682,10.8,15.7,0,"06:50","16:44","Partially cloudy","Partly cloudy throughout the day.",153.116067253288
220126261,"2022-12-13 08:25",1,"Central",157,2,624,"BATTERY - SIMPLE ASSAULT","0416 1822",44,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0442,-118.2439,"500 S SAN PEDRO ST ",4.4,4.682,10.8,15.7,0,"06:50","16:44","Partially cloudy","Partly cloudy throughout the day.",894.676019499809
220126302,"2022-12-13 14:00",1,"Central",154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 0416 2004",49,"M","H",210,"RESTAURANT/FAST FOOD",308,"STICK",34.0446,-118.249,"6TH ST LOS ANGELES",4.4,4.682,10.8,15.7,0,"06:50","16:44","Partially cloudy","Partly cloudy throughout the day.",981.263899130815
220126301,"2022-12-13 14:00",1,"Central",154,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 2004 0917 1822 0447 0429",49,"M","H",210,"RESTAURANT/FAST FOOD",308,"STICK",34.0446,-118.249,"6TH ST LOS ANGELES",4.4,4.682,10.8,15.7,0,"06:50","16:44","Partially cloudy","Partly cloudy throughout the day.",981.263899130815
220126329,"2022-12-13 14:30",1,"Central",156,2,813,"CHILD ANNOYING (17YRS & UNDER)","1259 1501 0369 0361 0913 1218 2004",14,"F","H",517,"MISSIONS/SHELTERS",511,"VERBAL THREAT",34.0437,-118.2455,"500 S SAN PEDRO ST ",4.4,4.682,10.8,15.7,0,"06:50","16:44","Partially cloudy","Partly cloudy throughout the day.",964.779674721722
220126312,"2022-12-13 15:30",1,"Central",156,1,236,"INTIMATE PARTNER - AGGRAVATED ASSAULT","1218 2000 2004 0411 1814 0913",51,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,"OTHER KNIFE",34.0437,-118.2455,"500 S SAN PEDRO ST ",4.4,4.682,10.8,15.7,0,"06:50","16:44","Partially cloudy","Partly cloudy throughout the day.",964.779674721722
220126299,"2022-12-13 16:00",1,"Central",152,2,946,"OTHER MISCELLANEOUS CRIME","0400 2004 1822",50,"F","B",738,"LIBRARY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0502,-118.2539,"600 W 5TH ST ",4.4,4.682,10.8,15.7,0,"06:50","16:44","Partially cloudy","Partly cloudy throughout the day.",969.184757203819
220126325,"2022-12-14 01:00",1,"Central",124,1,350,"THEFT, PERSON","0344 1814 0913 0444 2000",25,"M","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0522,-118.2434,"1ST ST MAIN",4.4,4.682,11,15.8,0,"06:50","16:44","Clear","Clear conditions throughout the day.",26.390640422129
220126385,"2022-12-14 02:40",1,"Central",135,2,745,"VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1822 0603 0913 0361",26,"M","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",311,"HAMMER",34.0495,-118.2459,"300 S MAIN ST ",4.4,4.682,11,15.8,0,"06:50","16:44","Clear","Clear conditions throughout the day.",366.752271330426
220126356,"2022-12-14 13:15",1,"Central",142,2,624,"BATTERY - SIMPLE ASSAULT","0444 0429 0416 1822 0345",67,"M","O",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.053,-118.2512,"300 S GRAND AV ",4.4,4.682,11,15.8,0,"06:50","16:44","Clear","Clear conditions throughout the day.",698.509762998311
220126381,"2022-12-14 15:45",1,"Central",145,2,624,"BATTERY - SIMPLE ASSAULT","0444 1822 1218",54,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0471,-118.2474,"100 E 5TH ST ",4.4,4.682,11,15.8,0,"06:50","16:44","Clear","Clear conditions throughout the day.",666.551514951763
220126383,"2022-12-14 17:00",1,"Central",153,2,625,"OTHER ASSAULT","0356 1218 2004 0913 0603",53,"F","W",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.046,-118.251,"200 W 6TH ST ",4.4,4.682,11,15.8,0,"06:50","16:44","Clear","Clear conditions throughout the day.",968.094581681137
220101071,"2022-12-14 22:50",1,"Central",147,1,761,"BRANDISH WEAPON","1266 2003 1822 0917 2004 0334 1402",46,"M","B",102,"SIDEWALK",217,"SWORD",34.045,-118.2435,"WINSTON SAN PEDRO",4.4,4.682,11,15.8,0,"06:50","16:44","Clear","Clear conditions throughout the day.",805.573367092661
220126420,"2022-12-15 05:10",1,"Central",148,2,910,"KIDNAPPING","1501",28,"F","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,"VERBAL THREAT",34.0438,-118.2416,"600 E 5TH ST ",4.4,4.682,12.3,16,0,"06:51","16:45","Clear","Clear conditions throughout the day.",958.434214238539
220126440,"2022-12-15 12:45",1,"Central",156,2,624,"BATTERY - SIMPLE ASSAULT","0361 0444 0913 0400",36,"M","H",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,"UNKNOWN WEAPON/OTHER WEAPON",34.0449,-118.2458,"500 WALL ST ",4.4,4.682,12.3,16,0,"06:51","16:45","Clear","Clear conditions throughout the day.",839.551061401153
220126427,"2022-12-15 15:45",1,"Central",153,1,761,"BRANDISH WEAPON","1822 0334 1402",57,"M","H",102,"SIDEWALK",109,"SEMI-AUTOMATIC PISTOL",34.0466,-118.252,"6TH ST BROADWAY",4.4,4.682,12.3,16,0,"06:51","16:45","Clear","Clear conditions throughout the day.",990.93337166998
220126436,"2022-12-15 15:47",1,"Central",128,2,624,"BATTERY - SIMPLE ASSAULT","1822 0444 0400",30,"M","O",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0504,-118.2409,"1ST SAN PEDRO",4.4,4.682,12.3,16,0,"06:51","16:45","Clear","Clear conditions throughout the day.",328.043562438356
220126437,"2022-12-15 15:47",1,"Central",128,2,624,"BATTERY - SIMPLE ASSAULT","0400 0416",30,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0504,-118.2409,"1ST SAN PEDRO",4.4,4.682,12.3,16,0,"06:51","16:45","Clear","Clear conditions throughout the day.",328.043562438356
220126458,"2022-12-15 19:40",1,"Central",134,2,624,"BATTERY - SIMPLE ASSAULT","1822 1218 0444",54,"M","B",727,"SHOPPING MALL (COMMON AREA)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.051,-118.248,"300 S BROADWAY ",4.4,4.682,12.3,16,0,"06:51","16:45","Clear","Clear conditions throughout the day.",421.23172774309
220126438,"2022-12-15 19:45",1,"Central",156,2,624,"BATTERY - SIMPLE ASSAULT","0416 1218 0400 1822",61,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0446,-118.245,"500 SAN JULIAN ST ",4.4,4.682,12.3,16,0,"06:51","16:45","Clear","Clear conditions throughout the day.",858.561165993895
220126469,"2022-12-16 13:10",1,"Central",119,2,624,"BATTERY - SIMPLE ASSAULT","0917 1822 0416 0910 0319 0447",43,"F","H",834,"LA UNION STATION (NOT LINE SPECIFIC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",34.0561,-118.2375,"800 N ALAMEDA ST ",4.4,4.682,14.1,16,0,"06:52","16:45","Clear","Clear conditions throughout the day.",714.355096941368
220126492,"2022-12-16 18:00",1,"Central",157,1,761,"BRANDISH WEAPON","1218 2004 0334 1822 0400 0416 0340",47,"M","H",102,"SIDEWALK",102,"HAND GUN",34.0442,-118.2439,"500 S SAN PEDRO ST ",4.4,4.682,14.1,16,0,"06:52","16:45","Clear","Clear conditions throughout the day.",894.676019499809
